PLU,COMMODITY,VARIETY,EXPIRATION_PANTRY,EXPIRATION_FRIDGE
3132,PUMPKIN,White,,
3133,PUMPKIN,White - Mini,,
3134,PUMPKIN,Pie Pumpkin,,
3631,PUMPKIN,Pink,,
4734,PUMPKIN,Mini,,
4735,PUMPKIN,Regular,,
4736,PUMPKIN,,,
4737,PUMPKIN,,,
3480,PUMPKIN VINE,,,
3483,PURPLE HERB,,,
3478,QUELITES,,,
4447,QUINCE,,,
3482,RABBIT HERB,,,
3165,RADICCHIO,Treviso,,
3168,RADICCHIO,Castlefranco,,
4738,RADICCHIO,,,
4089,RADISH,Bunched Red,,
4739,RADISH,Black,,
4740,RADISH,Bunched White,,
4741,RADISH,Italian Red,,
4742,RADISH,Red,,
4743,RADISH,White/Icicle,,
4744,RADISH,,,
4868,RAISINS,Black (Dried Fruit),,
4869,RAISINS,Golden/Yellow (Dried Fruit),,
3041,RAMBUTAN,,,
3416,RHUBARB,Bunch,,
4745,RHUBARB,Regular,,
4746,RHUBARB,,,
4903,ROSEMARY,,,
4747,RUTABAGAS (SWEDE),Regular,,
4748,RUTABAGAS (SWEDE),,,
3472,SACRED PEPPER,,,
4904,SAGE,,,
4470,SALAD BAR,,,
3136,SAPODILLO/NISPERO,,,
3137,SAPOTE,White,,
3138,SAPOTE,Black,,
3139,SAVORY,,,
4905,SORREL,,,
3381,SOURSOP,,,
3332,SPINACH,Baby,n/a,5
3417,SPINACH,New Zealand Spinach,n/a,5
4090,SPINACH,Regular/Bunched,n/a,5
4749,SPINACH,,n/a,5
3059,SQUASH,Crown Prince,,
3060,SQUASH,Vegetable Marrow,,
3140,SQUASH,Cucuzza,,
3141,SQUASH,Opo,,
3142,SQUASH,Carnival,,
3143,SQUASH,Acorn - baby,,
3418,SQUASH,Zucchini/Courgette - Round,,
3441,SQUASH,Butterkin,,
4067,SQUASH,Zucchini/Courgette,,
4086,SQUASH,Yellow Zucchini/Gold Bar/Yellow Courgette,,
4750,SQUASH,Acorn/Table Queen,,
4751,SQUASH,Acorn - Golden,,
4752,SQUASH,Acorn - Swan White Table Queen,,
4753,SQUASH,Australian Blue,,
4754,SQUASH,Baby Scallopini,,
4755,SQUASH,Baby Summer (Green),,
4756,SQUASH,Baby Green Zucchini/Courgette,,
4757,SQUASH,Banana,,
4758,SQUASH,Buttercup,,
4759,SQUASH,Butternut,,
4760,SQUASH,Calabaza,,
4761,SQUASH,Chayote/Choko,,
4763,SQUASH,Delicata/Sweet Potato,,
4764,SQUASH,(Sweet) Dumpling,,
4765,SQUASH,Gem,,
4766,SQUASH,Golden Delicious,,
4767,SQUASH,Golden Nugget,,
4768,SQUASH,Hubbard,,
4769,SQUASH,Kabocha,,
4773,SQUASH,Patty Pan/Summer,,
4774,SQUASH,Red Kuri,,
4775,SQUASH,Scallopini,,
4776,SQUASH,Spaghetti/Vegetable Spaghetti,,
4777,SQUASH,Sunburst (Yellow),,
4779,SQUASH,Sweet Mama,,
4780,SQUASH,Turban,,
4781,SQUASH,White,,
4782,SQUASH,Yellow - Straightneck,,
4784,SQUASH,Yellow - Crookneck,,
4785,SQUASH,,,
4786,SQUASH,,,
4787,SQUASH,,,
4788,SQUASH,,,
4789,SQUASH,,,
3382,SUGAR APPLE,,,
4790,SUGAR CANE,,,
4791,SUNCHOKES (JERUSALEM ARTICHOKES),,,
4942,SUNFLOWER SEEDS,,,
3288,SWEET POTATO/YAM/KUMARA,,,
3333,SWEET POTATO/YAM/KUMARA,Red/Orangy White Flesh,,
3334,SWEET POTATO/YAM/KUMARA,Red/Orangy White Flesh,,
3474,SWEET POTATO/YAM/KUMARA,Saffron,,
4074,SWEET POTATO/YAM/KUMARA,Red/Orangy Red Flesh,,
4091,SWEET POTATO/YAM/KUMARA,White,,
4816,SWEET POTATO/YAM/KUMARA,Golden,,
4817,SWEET POTATO/YAM/KUMARA,Red/Orangy Red Flesh,,
4792,TAMARILLO,Golden,,
4793,TAMARILLO,Red,,
4448,TAMARINDO,,,
4383,TANGELO,Minneola,,
4456,TANGELO,,,
4459,TANGELO,Jamaican,,
3029,TANGERINES/MANDARINS,Satsuma,,
3030,TANGERINES/MANDARINS,"Nova (includes Clemenvilla, Suntina)",,
3031,TANGERINES/MANDARINS,"Jamaican Tangor (includes Ortanique, Mandor, Mandora, Tambor, Topaz, Ortanline)",,
3032,TANGERINES/MANDARINS,Ellendale,,
3144,TANGERINES/MANDARINS,Fall Glo,,
3383,TANGERINES/MANDARINS,Clementine,,
3384,TANGERINES/MANDARINS,Clementine,,
3385,TANGERINES/MANDARINS,Clementine,,
3386,TANGERINES/MANDARINS,Clementine (With leaves attached),,
3387,TANGERINES/MANDARINS,Clementine (Without p/harvest treatment,,
3388,TANGERINES/MANDARINS,Satsuma -Clauselina,,
3389,TANGERINES/MANDARINS,Satsuma,,
3425,TANGERINES/MANDARINS,Ellendale,,
3426,TANGERINES/MANDARINS,Ellendale,,
3427,TANGERINES/MANDARINS,Ellendale,,
3428,TANGERINES/MANDARINS,Honey/Murcott,,
3429,TANGERINES/MANDARINS,Honey/Murcott,,
3430,TANGERINES/MANDARINS,Honey/Murcott,,
3431,TANGERINES/MANDARINS,Imperial,,
3432,TANGERINES/MANDARINS,Imperial,,
3433,TANGERINES/MANDARINS,Imperial,,
3632,TANGERINES/MANDARINS,Dekopon,,
4055,TANGERINES/MANDARINS,,,
4449,TANGERINES/MANDARINS,Sunburst,,
4450,TANGERINES/MANDARINS,Clementine (includes Fortune),,
4451,TANGERINES/MANDARINS,Dancy,,
4452,TANGERINES/MANDARINS,Fairchild,,
4453,TANGERINES/MANDARINS,Honey/Murcott,,
4454,TANGERINES/MANDARINS,Kinnow,,
4455,TANGERINES/MANDARINS,Mandarin/Royal,,
4457,TANGERINES/MANDARINS,,,
4458,TANGERINES/MANDARINS,,,
4794,TARO ROOT (DASHEEN),,,
4795,TARO ROOT (DASHEEN),,,
4906,TARRAGON,,,
4907,THYME,,,
3061,TOMATOES,Beef/Beefsteak,7,14
3145,TOMATOES,Plum/Italian/Saladette/Roma (Yellow),7,14
3146,TOMATOES,"Cherry - Red, On the Vine",7,14
3147,TOMATOES,"Cherry - Yellow, On the Vine",7,14
3148,TOMATOES,"Regular - Yelllow, On the Vine (Truss)",7,14
3149,TOMATOES,"Regular - Orange, On the Vine",7,14
3150,TOMATOES,Cocktail/Intermediate - Red,7,14
3151,TOMATOES,"Vine Ripe, Regular - Red",7,14
3282,TOMATOES,Plum/Italian/Saladette/Roma on the vine - Red,7,14
3335,TOMATOES,Cocktail/Intermediate - Red/On the Vine (Truss),7,14
3336,TOMATOES,Cocktail/Intermediate - Red/Plum/Italian/Saladette/Roma/On the Vine (Truss),7,14
3423,TOMATOES,Heirloom,7,14
3458,TOMATOES,Cherry - Orange,7,14
4063,TOMATOES,Regular - Red,7,14
4064,TOMATOES,Regular - Red,7,14
4087,TOMATOES,Plum/Italian/Saladette/Roma - Red,7,14
4664,TOMATOES,"Regular - Red, On the Vine (Truss)",7,14
4778,TOMATOES,Regular - Yellow,7,14
4796,TOMATOES,Cherry - Red,7,14
4797,TOMATOES,Cherry - Yellow,7,14
4798,TOMATOES,Greenhouse/Hydroponic/Regular - Red,7,14
4799,TOMATOES,Greenhouse/Hydroponic/Regular - Red,7,14
4800,TOMATOES,Native/Home Grown,7,14
4801,TOMATOES,Tomatillos/Husk Tomatoes,7,14
4802,TOMATOES,Dried,7,14
4803,TOMATOES,Teardrop/Pear - Red,7,14
4804,TOMATOES,Teardrop/Pear - Yellow,7,14
4805,TOMATOES,"Vine Ripe, Regular - Red",7,14
4806,TOMATOES,,7,14
4807,TOMATOES,,7,14
4808,TOMATOES,,7,14
4095,TURNIP,Yellow,,
4809,TURNIP,Baby,,
4810,TURNIP,Bunch/Banded,,
4811,TURNIP,Purple Top,,
4812,TURNIP,White,,
4813,TURNIP,,,
4908,VANILLA BEAN,,,
4943,WALNUTS,Regular,,
4944,WALNUTS,Black,,
4945,WALNUTS,White,,
4946,WALNUTS,,,
4814,WATER CHESTNUTS,,,
4815,WATERCRESS,,,
3481,XPELON,,,
3164,YU CHOY,,,
4819,YUCA ROOT/CASSAVA/MANIOC,,,
